cas_number,chemical_id,name,substance,other_name,brand,package_size,storage_location,molecular_weight,density (g/mL),state
787618-22-8,2223,"2-DICYCLOHEXYLPHOSPHINO-2',6'-DIISOPROPOXYBIPHENYL","2-双环已基膦-2 ',6'-二异丙氧基联苯",,毕得,5g,gR-配体,466.64,,solid
787-69-9,2224,"4,4'-Diacetylbiphenyl","4,4'-二乙酰联苯",,adamas,1g,2-3,238.28,1.0981,solid
78-80-8,2225,2-Methyl-1-buten-3-yne,2-甲基-1-丁烯-3-炔,,安耐吉;adamas,5ml,3-2;L6,66.1,0.695,liquid
78888-18-3,2226,tert-Butyl N-allylcarbamate,N-烯丙基氨基甲酸叔丁酯,,adamas,25g,4-4-1,157.21,0.938,solid
789-25-3,2227,Triphenylsilane,三苯基硅烷,,adamas,25g,R1,260.41,,solid
79060-88-1,2228,"Sodium Tetrakis[3,5-bis(trifluoromethyl)phenyl]borate Hydrate","四(3,5-二(三氟甲基)苯基)硼酸钠",,adamas,5g,6-2,886.2,,solid
791-31-1,2229,Triphenylsilanol,三苯基硅醇,,adamas,5g,3-2,276.4,1.13,solid
791616-55-2,2230,"(R)-(-)-3,3'-BIS(TRIPHENYLSILYL)-1,1'-BINAPHTHYL-2,2'-DIYL HYDROgENPHOSPHATE, 95%","R-3,3'-二(三苯基硅基)联萘酚膦酸酯",,adamas,250mg,gR-配体,865.07,1.32,solid
791616-63-2,2231,"(11bR)-4-hydroxy-2,6-bis[2,4,6-tris(1-methylethyl)phenyl]-dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepin 4-oxide","(R)-3,3'-双(2,4,6-三异丙基苯基)-1,1'-联萘-2,2'-双磷酸氢酯",,adamas,5g,gR-配体,752.98,1.17,solid
79-29-8,2232,"2,3-Dimethylbutane","2,3-二甲基丁烷",,adamas,5ml,1-5-2,86.18,0.662,liquid
79-33-4,2233,L(+)-Lactic acid,L-乳酸,,adamas,2.5kg,溶剂柜,90.08,1.206,solid
79-34-5,2234,"1,1,2,2-Tetrachloroethane","1,1,2,2-四氯乙烷",,安耐吉,100g,1-2-1,167.85,1.586,liquid
79-37-8,2235,Oxalyl chloride,草酰氯,,安耐吉;adamas,25ml;100g,1-5-3;R4,126.93,1.5,liquid
79397-50-5,2236,H-DL-PRO-OME HCL,DL-脯氨酸甲酯盐酸盐,,adamas,25g,L6,165.62,,solid
79-44-7,2237,Dimethylcarbamoyl Chloride,二甲氨基甲酰氯,,adamas,100ml,1-5-3,107.54,1.168,liquid
79839-49-9,2238,2-Bromoisophthalaldehyde,"2-溴苯-1,3-二甲醛",,adamas,25g,1-3-4,213.03,1.652,solid
8000-41-7,2239,(alpha-terpineol;Terpineol),松油醇,,adamas,25g,2-2;3-4,154.25,0.934,liquid
80029-43-2,2240,"1H-1,2,3-benzotriazol-1-ol hydrate",1-羟基苯并三唑水合物,,安耐吉,100g,3-1B,153.14,,solid
80194-69-0,2241,5-(Trifluoromethyl)-2-pyridinecarboxylic acid,5-三氟甲基吡啶-2-羧酸,,adamas,5g,1-5-1,191.11,1.484,solid
80-48-8,2242,Methyl p-Toluenesulfonate,对甲苯磺酸甲酯,,安耐吉,25g,3-4,186.23,1.234,solid
80-70-6,2243,Tetramethylguanidine,四甲基胍 (Tmg),,adamas,100ml,4-2,115.18,0.916,liquid
80-73-9,2244,"1,3-Dimethyl-2-imidazolidinone","1,3-二甲基-2-咪唑烷酮",,adamas,100ml,4-4-2,114.15,1.056,liquid
80-97-7,2245,Dihydrocholesterol,二氢胆固醇,,therom,5g,3-2,388.68,0.9506,solid
811-51-8,2246,sodium ethanethiolate,乙硫醇钠,,adamas,5g,6-2,85.12,,solid
811-68-7,2247,trifluoromethanethiol silver,三氟甲烷硫醇银,,adamas,1g,D2,209.94,,solid
81-23-2,2248,Dehydrocholic Acid,去氢胆酸,,adamas,5g,3-2,402.53,1.0687,solid
81290-20-2,2249,Trimethyl(trifluoromethyl)silane,(三氟甲基)三甲硅烷,,adamas,25g,3-2,142.2,0.962,liquid
81-30-1,2250,"1,4,5,8-Naphthalenetetracarboxylic dianhydride","1,4,5,8-萘四甲酸酐",,麦克林,25g,2-4,268.18,1.5122,solid
813-77-4,2251,Dimethyl Phosphorochloridate,"O,O-二甲基磷酰氯",,adamas,5g,L2,144.49,1.34,liquid
814-68-6,2252,Acryloyl Chloride,丙烯酰氯,,adamas,100g,R1,90.51,1.114,solid
81-84-5,2253,"1,8-Naphthalic anhydride","1,8-萘二甲酸酐",,adamas,100g,2-4,198.17,1.2571,solid
818-88-2,2254,SEBACIC ACID MONOMETHYL ESTER,癸二酸单甲酯,,adamas,5g,2-4,216.27,0.9825,solid
821-09-0,2255,4-Penten-1-ol,4-戊烯-1-醇,,adamas,5g,2-2,86.13,0.834,liquid
821-41-0,2256,5-Hexen-1-ol,5-己烯-1-醇,,adamas,5g,3-4,100.16,0.834,liquid
824395-67-7,2257,"(+)-1,2-Bis((2S,5S)-2,5-diphenylphospholano)ethane","(+)-1,2-双((2S,5S)-2,5-二苯基膦)乙烷",,adamas,100mg,3-3,506.61,,solid
824-94-2,2258,4-Methoxybenzylchloride,4-甲氧基氯苄,,adamas,100g;25g,gL-R;L2;R6,156.61,1.155,liquid
824-98-6,2259,3-Methoxybenzyl Chloride,3-甲氧基氯苄,,adamas,5g,R2,156.61,1.078,solid
826-55-1,2260,2-Phenylisobutyric Acid,2-甲基-2-苯基丙酸,,adamas,5g,1-4-2,164.2,1.089,solid
82671-06-5,2261,"2,6-DICHLORO-5-FLUORONICOTINIC ACID","2,6-二氯-5-氟烟酸",,adamas,5g,1-4-5,209.99,,solid
826-74-4,2262,1-Vinylnaphthalene,1-乙烯基萘,,安耐吉,10g,L6,154.21,1.04,solid
827-52-1,2263,Cyclohexylbenzene,环己基苯,,adamas,25ml,1-5-2,160.26,0.95,liquid
828-51-3,2264,1-Adamantanecarboxylic acid,1-金刚烷甲酸,,adamas,50g,1-4-1,180.24,0.9976,solid
829-85-6,2265,Diphenylphosphine,二苯基膦,,adamas,100g,R7,186.19,1.07,liquid
830-96-6,2266,3-Indolepropionic acid,3-吲哚丙酸,,adamas,25g,1-4-1,189.21,0.96,solid
83-13-6,2267,Diethyl Phenylmalonate,苯基丙二酸二乙酯,,energy;adamas,100g,2-4,236.26,1.095,liquid
83-33-0,2268,1-Indanone,1-茚酮,,安耐吉,25g,2-3,132.16,1.103,solid
83-34-1,2269,3-Methylindole,3-甲基吲哚,,安耐吉,5g,4-2-2,131.17,1.0111,solid
836-43-1,2270,4-Benzyloxybenzyl Alcohol,4-苄氧基苄醇,,adamas,5g,2-2,214.26,1.0781,solid
84358-13-4,2271,N-BOC-4-Piperidinecarboxylic acid,1-Boc-4-哌啶甲酸,,adamas,5g,1-4-2,229.27,1.164,solid
845714-30-9,2272,L-cyclohexylglycinol,L-环己基甘氨醇,,adamas,25g,2-2,143.23,0.999,solid
84-58-2,2273,"2,3-Dichloro-5,6-dicyano-1,4-benzoquinone","2,3-二氯-5,6-二氰基苯醌(DDQ)",,adamas,5g,2-3,227.0,1.75,solid
84-65-1,2274,Anthraquinone,蒽醌,,adamas,100g,R2,208.21,1.438,solid
85017-82-9,2275,lithium(1+) ion hydrate bromide,一水合溴化锂,,adamas;安耐吉,100g,6-1;D2-4A,104.86,3.464,solid
85331-33-5,2276,"2-Cyano-3,5-dichloropyridine","2-氰基-3,5-二氯吡啶",,adamas,5g,1-2-1,173.0,1.49,solid
85342-65-0,2277,"4,5,6,7-tetrachloro-2-hydroxyisoindole-1,3-dione",N-羟基四氯邻苯二甲酰亚胺,,adamas,5g,R3,300.91,2.041,solid
85-41-6,2278,Phthalimide,邻苯二甲酰亚胺,,安耐吉;百灵威,100g,4-4-2,147.13,1.21,solid
85-44-9,2279,Phthalic anhydride,苯酐,,adamas,100g,2-4,148.12,1.53,solid
85-46-1,2280,1-Naphthalenesulfonyl Chloride,1-萘磺酰氯,,安耐吉,5g,R3,226.68,1.3661,solid
855-38-9,2281,Tris(4-methoxyphenyl)phosphine,三(4-甲氧基苯基)膦,,毕得,5g,gR-配体,352.36,1.1352,solid
85698-56-2,2282,"4,4-DiMethylaMino-2,2-bipyridine","4,4‘-二甲氨基-2,2'-联吡啶",,adamas,100mg,gL,242.32,1.115,solid
85711-13-3,2283,(2R)-2-amino-2-cyclohexylethanol,D-环己基甘氨醇,,adamas,5g,2-2,143.23,0.999,solid
85977-52-2,2284,"(1S)-1,2,3,4-Tetrahydronaphthalene-1-carboxylic acid","(S)-1,2,3,4-四氢-1-萘甲酸",,adamas,1g,1-4-5,176.21,1.186,solid
86308-26-1,2285,Hexylboronic acid pinacol ester,己基硼酸频哪酯,,adamas,1g,2-4,212.14,1.167,liquid
86-52-2,2286,1-(Chloromethyl)naphthalene,1-(氯甲基)萘,,adamas,25g,1-2-2,176.64,1.18,solid
865-33-8,2287,"Methanol, potassium salt",甲醇钾,,adamas,100g,6-2,70.13,0.95,liquid
865-34-9,2288,Lithium methoxide,甲醇锂,,adamas,5g,6-1,37.97,0.85,solid
865-47-4,2289,Potassium tert-butoxide,叔丁醇钾,,adamas;毕得,25g;100g,2-2;6-2;D2-3A,112.21,0.91,solid
865-48-5,2290,Sodium tert-butoxide,叔丁醇钠,,adamas,500g;25g,6-2,96.1,1.104,solid
865-50-9,2291,Iodomethane-d3,氘代碘甲烷,,adamas,5g,R7,144.96,2.33,liquid
86-59-9,2292,8-Quinolinecarboxylic acid,8-喹啉羧酸,,安耐吉,5g,1-4-5,173.17,1.2427,solid
866081-62-1,2293,"(R,R)-(-)-2,3-Bis(t-butylmethylphosphino)quinoxaline","(R,R)-(-)-2,3-双(T-叔丁基甲基磷)喹喔啉",,adamas,100mg,gR-配体,334.38,,solid
866-97-7,2294,Tetrapentylammonium bromide,四戊基溴化铵,,adamas,5g,7-2,378.48,0.92333,solid
86-74-8,2295,Carbazole,咔唑,,adamas,100g,4-2-3,167.21,1.1,solid
868-85-9,2296,Dimethyl phosphite,亚磷酸二甲酯,,adamas,100ml,2-4,110.05,1.2,liquid
870195-94-1,2297,"2-CHLOROPHENYLBORONIC ACID, PINACOL ESTER",2-氯苯硼酸频哪醇酯,,adamas,1g,2-4,238.52,1.1,liquid
870-63-3,2298,"3,3-Dimethylallyl bromide",1-溴-3-甲基-2-丁烯,,adamas,25g,R2,149.03,1.29,liquid
870987-63-6,2299,hexafluorophosphate,"(4,4'-二叔丁基-2,2'-联吡啶)二[3,5-二氟-2- [5-三氟甲基-2-吡啶基 - KN)苯基KC] IRID",,BLD,5g,gR-催化剂,1121.91,,solid
87100-15-0,2300,Cyclohexylboronic acid pinacol ester,环己烷硼酸频那醇酯,,adamas,1g,2-4,210.12,0.93,liquid
871126-33-9,2301,"1,3-Bis(1-adamantyl)-4,5-dihydroimidazolium chloride, min. 97%","1,3 - 双(1 - 金刚烷基)-4,5 - 二氢咪唑氯化物",,毕得,100mg,2-5c,375.0,,solid
871-70-5,2302,Octadecanedioic Acid,十八烷二酸,,adamas,5g,1-4-3,314.46,0.998,solid
87199-17-5,2303,4-Formylphenylboronic acid,4-甲酰基苯硼酸,,adamas,25g,2-4,149.94,1.24,solid
872-05-9,2304,1-Decene,正癸烯,,adamas,25ml,3-4,140.27,0.741,liquid
873-66-5,2305,TRANS-BETA-METHYLSTYRENE,甲基苯乙烯,,安耐吉,1g,L6,118.18,0.911,liquid
873-73-4,2306,4-Chlorophenylacetylene,4-氯苯乙炔,,adamas,5g,3-2,136.58,1.24,solid
873-77-8,2307,4-chlorophenylmagnesium bromide,4-氯苯基溴化镁,,安耐吉,100ml,R5,215.76,0.887,liquid
87413-09-0,2308,Dess-martin periodinane,戴斯-马丁氧化剂,,adamas,100g,R2,424.14,1.369,solid
874-61-3,2309,4-Oxocyclohexanecarboxylic acid,4-环己酮羧酸,,adamas,5g,1-4-3,142.15,1.233,solid
874-86-2,2310,4-(Chloromethyl)benzonitrile,4-氰基苄氯,,adamas,25g,1-2-2,151.59,1.18,solid
874-87-3,2311,4-(Methylthio)benzyl chloride,4-(甲基硫代)苄氯,,adamas,1g,R2,172.68,1.17,liquid
874948-63-7,2312,(S)-TRIP,"(S)-3,3'-双(2,4,6-三异丙基苯基)-1,1'-二-2-萘酚环一磷酸酯",,毕得,250mg,gR-配体,752.96,1.17,solid
875-30-9,2313,"1,3-Dimethylindole","1,3-二甲基吲哚",,adamas,250mg,2-3B,145.2,1.0472,solid
876-08-4,2314,4-Chloromethylbenzoyl chloride,4-(氯甲基)苯甲酰氯,,adamas,25g,R2,189.04,1.2979,solid
87-62-7,2315,"2,6-Dimethylaniline","2,6-二甲基苯胺",,adamas,25g,3-5,121.18,0.984,liquid
878-00-2,2316,4-Acetoxybenzaldehyde,4-乙酰氧基苯甲醛,,adamas,5g,3-2A,164.16,1.168,solid
880-52-4,2317,N-(1-Adamantyl)acetamide,乙酰金刚烷胺,,adamas,5g,4-4-1,193.29,0.9854,solid
88-12-0,2318,N-Vinyl-2-pyrrolidone,N-乙烯基吡咯烷酮,,安耐吉,25g,3-4,111.14,1.04,liquid
88-13-1,2319,3-Thiophenezoic acid,3-噻吩甲酸,,adamas,1g,1-4-5,128.15,1.305,solid
88-14-2,2320,2-Furoic acid,糠酸,,adamas,100g,1-5-1,112.08,1.324,liquid
88-15-3,2321,2-Acetylthiophene,2-乙酰基噻吩,,adamas,25g,2-3,126.18,1.168,liquid
883-99-8,2322,methyl 3-hydroxy-2-naphthoate,3-羟基-2-萘甲酸甲酯,,adamas,25g,4-3-3,202.21,1.1868,solid
885462-88-4,2323,"1,1'-spirobi[1H-indene]-7,7'-diamine, 2,2',3,3'-tetrahydro-, (1S)-","(S)- 1,1'-螺旋联茚-7,7'-二氨",,BLD,250mg,R4,250.34,,solid
88-65-3,2324,2-Bromobenzoic aicd,2-溴苯甲酸,,adamas,100g,1-4,201.02,1.929,solid
887144-94-7,2325,"1-(trifluoromethyl)-1,2-benziodoxol-3(1H)-one","1-(三氟甲基)-1,2-苯碘酰-3(1H)-酮",,毕得,5g,L2,316.02,,solid
887144-97-0,2326,"1,3-Dihydro-3,3-dimethyl-1-(trifluoromethyl)-1,2-benziodoxole, Tognis Reagent","3,3-二甲基-1-(三氟甲基)-1,2-苯并碘氧杂戊环",,adamas,1g,R2,330.09,,solid
887583-90-6,2327,(2-(Trifluoromethyl)-4-bromopyridine;4-BROMO-2-TRIFLUOROMETHYLPYRIDINE),2-三氟甲基-4-溴吡啶,,安耐吉;adamas,5g;1g,1-3-3;gRc;R3,225.99,1.707,liquid
887757-25-7,2328,4-Bromo-3-cyanobenzoic acid,4-溴-3-氰基苯甲酸,,adamas,250mg,,226.03,1.82,solid
89343-06-6,2329,Triisopropylsilylacetylene,三异丙基硅基乙炔,,adamas,5ml,3-2,182.38,0.813,solid
89381-13-5,2330,2-AMINO CYCLOPENTANOL,2-氨基环戊醇,,安耐吉,5g,R9,101.15,1.0617,liquid
89809-64-3,2331,5-Chloro-2-cyanopyridine,5-氯吡啶-2-甲腈,,adamas,25g,1-2-1,138.55,1.33,solid
89972-77-0,2332,"4'-(4-Methylphenyl)-2,2':6',2''-terpyridine","4'-(4-甲基苯基)-2,2:6',2''-三联吡啶",,毕得,1g,gR-配体,323.39,1.149,solid
90-04-0,2333,o-Anisidine,邻甲氧基苯胺,,adamas,25g,3-5,123.15,1.092,liquid
9004-73-3,2334,Polymethylhydrosiloxane,聚(甲基氢硅氧烷),,adamas,100g,3-2,115.22574,1.006,liquid
900-91-4,2335,"3,3,3-Triphenylpropionic Acid","3,3,3-三苯基丙酸",,adamas,5g,1-4-3,302.37,1.161,solid
90224-73-0,2336,"5-bromo-2-methyl-1H-isoindole-1,3(2H)-dione",4-溴-N-甲基邻苯二甲酰亚胺,,源叶,1g,1-3-3,240.05,1.729,solid
90-27-7,2337,2-phenylbutyric acid,2-苯基丁酸,,adamas,25g,1-4-1,164.2,0.62,solid
90-41-5,2338,2-aminobiphenyl,邻氨基联苯,,安耐吉,5g,3-5,169.22,1.44,solid
90-96-0,2339,"4,4'-Dimethoxybenzophenone","4,4'-二甲氧基二苯甲酮",,adamas,5g,2-3,242.27,1.1515,solid
90965-06-3,2340,Dimethyl (1-diazo-2-oxopropyl)phosphonate,(1-重氮基-2-氧代丙基)膦酸二甲酯,,adamas,5g,R6;R8,192.11,1.28,liquid
91-19-0,2341,Quinoxaline,喹喔啉,,安耐吉,25g,4-2-3,130.15,1.124,solid
91-20-3,2342,Naphthalene,萘,,TCI,25g,1-5-2,128.17,0.99,solid
91-21-4,2343,"1,2,3,4-Tetrahydroisoquinoline","1,2,3,4-四氢异喹啉",,安耐吉,5g,3-3A;4-2-2,133.19,1.064,liquid
91-22-5,2344,Quinoline,喹啉,,安耐吉,100g,4-2-1,129.16,1.093,liquid
91419-52-2,2345,1-Boc-4-cyanopiperidine,N-Boc-4-氰基哌啶,,adamas,1g,4-2-3,210.27,1.07,solid
91-44-1,2346,7-Diethylamino-4-methylcoumarin,7-二乙氨基-4-甲基香豆素,,adamas,25g,3-2,231.29,1.122,solid
91-56-5,2347,Isatin,靛红,,毕得,100g,2-3,147.13,1.3067,solid
91-57-6,2348,2-Methylnaphthalene,2-甲基萘,,adamas,25g,1-5-2,142.2,1.01,solid
91-59-8,2349,2-Naphthylamine,2-萘胺,,安耐吉,5g,3-5;3-5C,143.19,1.061,solid
917-23-7,2350,TPP,四苯基卟啉,,energy,5g,4-2-2,614.74,1.5288,solid
917-54-4,2351,Methyllithium,甲基锂,,安耐吉;adamas,100ml,R5,21.98,0.85,solid
917-92-0,2352,"3,3-Dimethyl-1-butyne","3,3-二甲基-1-丁炔",,adamas,25ml,R1,82.14,0.667,liquid
920-46-7,2353,Methacryloyl chloride,甲基丙烯酰氯,,安耐吉;adamas,25g,1-5-3;L6,104.53,1.08,liquid
920-66-1,2354,"1,1,1,3,3,3-Hexafluoro-2-propanol",六氟异丙醇,,安耐吉,100g,2-2,168.04,1.596,liquid
92149-07-0,2355,"4,7-Dimethoxy-1,10-phenanthroline","4,7-二甲氧基-1,10-菲咯啉",,毕得,1g,gR-配体,240.26,1.25,solid
92-44-4,2356,"2,3-Dihydroxynaphthalene","2,3-二羟基萘",,adamas,25g,4-3-3,160.17,1.0924,solid
92511-12-1,2357,tert-Butyl(4-iodobutoxy)dimethylsilane,叔丁基(4-碘丁氧基)二甲基硅烷,,adamas,1g,R2,314.28,1.214,liquid
92-52-4,2358,Biphenyl,联苯,,安耐吉,100g,1-5-2,154.21,0.992,solid
925-90-6,2359,Ethylmagnesium bromide,乙基溴化镁,,adamas,100ml;500ml,R4;R5,133.27,1.02,liquid
92-66-0,2360,4-Bromobiphenyl,4-溴代联苯,,adamas,100g,75-62-7,233.1,0.9327,solid
,2458,Carbon Nanotube,羧基化多壁碳纳米管,,adamas,5g,7-1,12.01,1.7,solid
92-69-3,2361,4-Phenylphenol,对羟基联苯,,adamas,100g,4-3-3,170.21,1.0149,solid
927-74-2,2362,3-Butyn-1-ol,3-丁炔-1-醇,,adamas;安耐吉,100ml;25ml,3-2,70.09,0.926,liquid
92-82-0,2363,Phenazine,吩嗪,,安耐吉,5g,4-2-2,180.21,1.1836,solid
92-85-3,2364,Thianthrene,噻蒽,,adamas,25g,3-3bb,216.32,1.442,solid
928-90-5,2365,5-Hexyn-1-ol,5-己炔-1-醇,,adamas,5ml,3-2,98.14,0.89,liquid
928-97-2,2366,TRANS-3-HEXEN-1-OL,反式-3-己烯-1-醇,,adamas,5g,2-3A,100.16,0.817,solid
929097-93-8,2367,"S-4-oxide-4-hydroxy-2,6-di-1-naphthalenyl-Dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepin","(S)-3,3'-双(1-萘基)-1,1'-联萘酚膦酸酯",,安耐吉,1g;250mg,gR-配体;R3,600.61,1.44,solid
92-92-2,2368,4-Biphenylcarboxylic acid,4-苯基苯甲酸,,adamas,5g;25g,1-4-5,198.22,1.1184,solid
93-15-2,2369,Methyl eugenol,丁香酚甲醚,,adamas,25ml,3-4,178.23,1.036,liquid
931-87-3,2370,cyclooctene,环辛烯,,adamas,25ml,3-4,110.2,0.848,liquid
932-87-6,2371,(Bromoethynyl)benzene,(溴乙炔)苯,,adamas,100mg,R7,181.03,1.51,liquid
933992-49-5,2372,"(R)-4-Isopropyl-2-(quinolin-2-yl)-4,5-dihydrooxazole","(R)-4-异丙基-2-(喹啉-2-基)-4,5-二氢噁唑",,BLD,1g,3-3,240.3,1.18,solid
934201-93-1,2373,"R-4-oxide-8,9,10,11,12,13,14,15-octahydro-4-hydroxy-2,6-di-9-phenanthrenyl-Dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepin","(R)-3,3'-双(9-菲基)-5,5',6,6',7,7',8,8'-八氢-1,1'-联萘酚磷酸酯",,毕得,100mg,R3,708.79,1.4,solid
934-60-1,2374,6-Methylpyridine-2-carboxylic Acid,6-甲基-2-吡啶甲酸,,安耐吉,25g,1-5-1,137.14,1.23,solid
934664-41-2,2375,"1-Azetidinecarboxylic acid, 3-methylene-, 1,1-dimethylethyl ester",1-Boc-3-亚甲基氮杂环丁烷,,adamas,5ml,3-4,169.22,1.02,liquid
935-02-4,2376,"2-Propynenitrile, 3-phenyl- (9CI)",3-苯基丙炔腈,,adamas,250mg,R1,127.14,1.09,solid
935-13-7,2377,3-(2-Furyl)propanoic acid,3-(2-呋喃)丙酸,,adamas,1g,1-4-3,140.14,1.2127,solid
935-28-4,2378,"2,6-diethylpyridine","2,6-二乙基吡啶",,adamas,1g,4-2-1,135.21,0.9354,solid
93-58-3,2379,Methyl Benzoate,苯甲酸甲酯,,adamas,25g,2-4,136.15,1.088,liquid
936727-05-8,2380,Lumacaftor (VX-809),鲁玛卡托,,adamas,250mg,3-2,452.41,1.51,solid
937-14-4,2381,3-Chloroperoxybenzoic acid,间氯过氧苯甲酸,,adamas,100g,R6,172.57,0.56,solid
937-41-7,2382,Phenyl Acrylate,丙烯酸苯酯,,adamas,分装,R2,148.16,1.076,liquid
938-18-1,2383,"2,4,6-Trimethylbenzoyl chloride","2,4,6-三甲基苯甲酰氯",,adamas,25g,1-5-3,182.65,1.095,liquid
938-33-0,2384,8-Methoxyquinoline,8-甲氧基喹啉,,adamas,1g,R1,159.18,1.034,solid
93-89-0,2385,Ethyl benzoate,苯甲酸乙酯,,adamas,25g,2-4,150.17,1.045,liquid
939-52-6,2386,4-Chlorobutyrophenone,4-氯苯丁酮,,adamas,5g,1-2-1,182.65,1.137,liquid
93-97-0,2387,Benzoic anhydride,苯甲酸酐,,adamas,100g,2-4,226.23,1.199,solid
93-99-2,2388,Phenyl Benzoate,苯甲酸苯酯,,adamas,5g,2-4,198.22,1.235,solid
939-97-9,2389,4-tert-Butylbenzaldehyde,对叔丁基苯甲醛,,adamas,25g,4-3,162.23,0.97,solid
939-99-1,2390,"alpha'-Chloro-alpha,alpha,alpha-trifluoro-p-xylene",4-(三氟甲基)氯苄,,adamas,5g,1-2-1,194.58,1.315,liquid
94-02-0,2391,Ethyl Benzoylacetate,苯甲酰乙酸乙酯,,adamas,25g,2-4,192.21,1.11,liquid
940-31-8,2392,DL-2-phenoxypropionic acid,苯氧丙酸,,adamas,5g,1-4-2,166.17,1.1708,solid
94041-16-4,2393,"(1R)-[1,1'-binaphthalene]-2,2'-diylbis[1,1-diphenyl-1,1'-Phosphine oxide","(R)-[1,1'-联萘]-2,2'-二基双[1,1-二苯基氧膦]",,安耐吉,100mg,2-2C,654.69,1.3,solid
941-55-9,2394,Tosyl azide,对甲苯磺酰叠氮,,安耐吉,100g,3-4,197.21,0.9,liquid
94-36-0,2395,Benzoyl peroxide,过氧化苯甲酰,,adamas,25g,4-4-1,242.23,1.16,solid
94-46-2,2396,Isoamyl Benzoate,苯甲酸异戊酯,,adamas,25g,4-2,192.25,0.99,liquid
944836-21-9,2397,"Oxazole, 4-(1,1-dimethylethyl)-2-[2-(diphenylphosphino)-5-(trifluoromethyl)phenyl]-4,5-dihydro-, (4S)-","(S)-4-(叔丁基)-2-(2-(二苯基膦基)-5-(三氟甲基)苯基)-4,5-二氢噁唑",,乐妍,100mg,gR-配体,455.45,,solid
94497-51-5,2398,Tamibarotene,他米巴罗汀,,adamas,250mg,3-2;L1,351.44,1.154,solid
945-51-7,2399,Phenyl sulfoxide,二苯基亚砜,,,0,4-4-3,202.27,1.1833,solid
947-84-2,2400,Biphenyl-2-carboxylic Acid,2-苯基苯甲酸,,安耐吉,5g,1-4-4,198.22,1.1184,solid
948-65-2,2401,2-Phenylindole,2-苯基吲哚,,adamas,5g,4-2-3,193.24,1.1061,solid
94928-86-6,2402,Tris(2-phenylpyridinato)iridium(III),"三[2-苯基吡啶-C2,N]铱(III)",,bld,1g,gR-催化剂,654.79,,solid
94-93-9,2403,"N,N'-Bis(salicylidene)ethylenediamine","N,N'-二水杨醛乙二胺",,毕得,5g,gR-配体,268.31,1.1028,solid
95-13-6,2404,Indene,茚,,adamas,100g,3-4,116.16,0.996,liquid
95-15-8,2405,Thianaphthene,苯并噻吩,,adamas,1g,3-1B,134.2,1.149,solid
951-78-0,2406,2'-deoxyuridine,2’-脱氧尿苷,,adamas,1g,3-2,228.2,1.3705,solid
95-20-5,2407,2-Methylindole,2-甲基吲哚,,adamas,25g,4-2-2,131.17,1.07,solid
95-45-4,2408,Dimethylglyoxime,二甲基乙二醛肟,,安耐吉;adamas,100g,2-3;4-2,116.12,1.2829,solid
95464-05-4,2409,"1,1'-Bis(diphenylphosphino)ferrocene-palladium(II)dichloride dichloromethane complex","1,1'-双(二苯膦基)二茂铁二氯化钯(II)二氯甲烷复合物",,adamas,1g,D2,816.63,1,solid
95-46-5,2410,2-Bromotoluene,邻溴甲苯,,adamas,100ml,1-3-3,171.03,1.422,liquid
95-53-4,2411,o-Toluidine,邻甲苯胺,,安耐吉,100g,3-5,107.15,1.008,liquid
95-54-5,2412,o-Phenylenediamine,邻苯二胺,,安耐吉,100g,3-5,108.14,1.27,solid
95-55-6,2413,2-Aminophenol,邻氨基苯酚,,adamas,25g,4-3-1,109.13,1.328,solid
95-56-7,2414,2-Bromophenol,2-溴苯酚,,adamas,25g,1-3-3,173.01,1.492,liquid
95-68-1,2415,"2,4-Dimethylaniline","2,4-二甲基苯胺",,adamas,25g,3-5,121.18,0.98,liquid
96-20-8,2416,2-AMINO-1-BUTANOL,2-氨基-1-丁醇,,adamas,25g,2-2,89.14,0.943,liquid
96-31-1,2417,"1,3-Dimethylurea","1,3-二甲基脲",,adamas,100g,4-4-1,88.11,1.142,solid
96-33-3,2418,Methyl acrylate,丙烯酸甲酯,,adamas,25ml;25g,2-4;R7,86.089,0.9,liquid
96-37-7,2419,Methylcyclopentane,甲基环戊烷,,adamas,0,1-5-2,84.16,0.749,liquid
96-49-1,2420,Ethylene Carbonate,碳酸乙烯酯,,adamas,25g,2-4,88.06,1.321,solid
97240-79-4,2421,Topiramate,托吡酯,,adamas,25g,R6,339.36,1.336,solid
97509-75-6,2422,2-Cyano-3-fluoropyridine,2-氰基-3-氟吡啶,,adamas,5g,3-4,122.1,1.24,solid
97-61-0,2423,2-methylpentanoic acid,2-甲基戊酸,,adamas,25g,1-4-3,116.16,0.931,liquid
97-95-0,2424,2-Ethyl-1-butanol,2-乙基-1-丁醇,,安耐吉,25ml,2-2,102.17,0.83,liquid
97-99-4,2425,tetrahydrofurfuryl alcohol,四氢糠醇,,麦克林;安耐吉,100ml,2-2,102.13,1.054,liquid
98-00-0,2426,Furfuryl Alcohol,糠醇,,adamas,25g,2-2,98.1,1.135,liquid
98-31-7,2427,"3,4-Dichlorobenzenesulfonyl Chloride","3,4-二氯苯磺酰氯",,adamas,5g,1-2-1,245.51,1.572,liquid
